Region/Country/Area,Region/Country/Area,Year,Series,Value,Footnotes
218,Ecuador,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
218,Ecuador,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
218,Ecuador,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",10.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
218,Ecuador,1995,Industry (% of gross value added),28,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
218,Ecuador,2005,Industry (% of gross value added),33.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
218,Ecuador,2010,Industry (% of gross value added),36.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
218,Ecuador,2015,Industry (% of gross value added),34.4,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
218,Ecuador,2018,Industry (% of gross value added),35,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
218,Ecuador,2019,Industry (% of gross value added),35,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
218,Ecuador,2020,Industry (% of gross value added),33.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
218,Ecuador,1995,Services (% of gross value added),49.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
218,Ecuador,2005,Services (% of gross value added),56.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
218,Ecuador,2010,Services (% of gross value added),53.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
218,Ecuador,2015,Services (% of gross value added),55.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
218,Ecuador,2018,Services (% of gross value added),55.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
218,Ecuador,2019,Services (% of gross value added),55.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
218,Ecuador,2020,Services (% of gross value added),55.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
818,Egypt,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",16.8,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",14.4,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",14,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.3,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.5,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",11.4,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.1,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,1995,Industry (% of gross value added),32.7,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2005,Industry (% of gross value added),36.9,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2010,Industry (% of gross value added),37.5,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2015,Industry (% of gross value added),36.2,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2018,Industry (% of gross value added),35.8,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2019,Industry (% of gross value added),36.7,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2020,Industry (% of gross value added),33.5,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,1995,Services (% of gross value added),50.9,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2005,Services (% of gross value added),48.8,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2010,Services (% of gross value added),48.5,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2015,Services (% of gross value added),52.5,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2018,Services (% of gross value added),52.7,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2019,Services (% of gross value added),51.9,Data classified according to ISIC Rev. 4.;At factor cost.
818,Egypt,2020,Services (% of gross value added),54.4,Data classified according to ISIC Rev. 4.;At factor cost.
222,El Salvador,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
222,El Salvador,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
222,El Salvador,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.6,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
222,El Salvador,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.1,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
222,El Salvador,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
222,El Salvador,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
222,El Salvador,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.
222,El Salvador,1995,Industry (% of gross value added),27.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
222,El Salvador,2005,Industry (% of gross value added),26.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
222,El Salvador,2010,Industry (% of gross value added),27.5,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
222,El Salvador,2015,Industry (% of gross value added),27.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
222,El Salvador,2018,Industry (% of gross value added),27.8,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
222,El Salvador,2019,Industry (% of gross value added),27.9,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
222,El Salvador,2020,Industry (% of gross value added),26.3,Data classified according to ISIC Rev. 4.;Excludes publishing activities. Includes irrigation canals.
222,El Salvador,1995,Services (% of gross value added),59.5,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
222,El Salvador,2005,Services (% of gross value added),66.4,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
222,El Salvador,2010,Services (% of gross value added),64.8,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
222,El Salvador,2015,Services (% of gross value added),66.1,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
222,El Salvador,2018,Services (% of gross value added),66.6,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
222,El Salvador,2019,Services (% of gross value added),66.7,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
222,El Salvador,2020,Services (% of gross value added),68,Data classified according to ISIC Rev. 4.;Includes publishing activities and landscape care. Excludes repair of personal and household goods.
226,Equatorial Guinea,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.5,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.5,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.1,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",1.9,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2018,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.3,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",2.4,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",3,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,1995,Industry (% of gross value added),35.8,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2005,Industry (% of gross value added),81.3,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2010,Industry (% of gross value added),74.3,Data classified according to ISIC Rev. 4.
226,Equatorial Guinea,2015,Industry (% of gross value added),59,Data classified according to ISIC Rev. 4.
